season,season_type,team_id_home,game_id,game_date,min,fgm_home,fga_home,fg_pct_home,fg3m_home,fg3a_home,fg3_pct_home,ftm_home,fta_home,ft_pct_home,oreb_home,dreb_home,reb_home,ast_home,stl_home,blk_home,tov_home,pf_home,pts_home,team_id_away,fgm_away,fga_away,fg_pct_away,fg3m_away,fg3a_away,fg3_pct_away,ftm_away,fta_away,ft_pct_away,oreb_away,dreb_away,reb_away,ast_away,stl_away,blk_away,tov_away,pf_away,pts_away
2022-2023,Regular Season,1610612745,22200401,2022-12-11,240,40,91,0.44,6,27,0.222,11,12,0.917,10,39,49,23,11,8,12,17,97,1610612749,33,90,0.367,12,43,0.279,14,18,0.778,13,39,52,18,5,6,16,12,92
2022-2023,Regular Season,1610612754,22200402,2022-12-12,240,28,79,0.354,11,39,0.282,15,20,0.75,8,37,45,16,7,11,18,18,82,1610612748,32,83,0.386,9,34,0.265,14,18,0.778,9,39,48,23,7,2,14,17,87
2022-2023,Regular Season,1610612763,22200404,2022-12-12,240,50,83,0.602,13,32,0.406,15,18,0.833,5,44,49,36,8,12,23,17,128,1610612737,37,104,0.356,12,37,0.324,17,22,0.773,20,19,39,20,13,1,16,17,103
2022-2023,Regular Season,1610612759,22200406,2022-12-12,240,46,97,0.474,9,27,0.333,11,16,0.688,19,27,46,25,6,2,13,19,112,1610612739,45,92,0.489,5,23,0.217,16,17,0.941,15,29,44,21,7,7,15,13,111
2022-2023,Regular Season,1610612742,22200405,2022-12-12,240,39,93,0.419,22,54,0.407,21,25,0.84,16,34,50,24,4,3,14,19,121,1610612760,42,88,0.477,10,31,0.323,20,21,0.952,10,32,42,21,4,1,13,22,114
2022-2023,Regular Season,1610612757,22200407,2022-12-12,240,48,89,0.539,21,46,0.457,16,21,0.762,11,43,54,32,4,4,19,21,133,1610612750,46,93,0.495,10,27,0.37,10,19,0.526,7,30,37,25,12,2,10,19,112
2022-2023,Regular Season,1610612746,22200408,2022-12-12,240,44,90,0.489,10,25,0.4,15,21,0.714,11,35,46,18,10,2,10,26,113,1610612738,33,76,0.434,9,39,0.231,18,26,0.692,5,31,36,27,5,6,15,17,93
2022-2023,Regular Season,1610612764,22200403,2022-12-12,240,37,79,0.468,11,31,0.355,15,22,0.682,6,38,44,21,6,2,20,16,100,1610612751,44,89,0.494,8,27,0.296,16,18,0.889,7,34,41,25,8,7,13,20,112
2022-2023,Regular Season,1610612747,22200413,2022-12-13,265,44,93,0.473,8,29,0.276,22,30,0.733,7,42,49,23,7,9,12,17,118,1610612738,46,104,0.442,19,48,0.396,11,16,0.688,13,38,51,27,6,2,14,22,122
2022-2023,Regular Season,1610612762,22200412,2022-12-13,240,49,103,0.476,15,47,0.319,8,12,0.667,19,40,59,31,4,10,22,23,121,1610612740,37,93,0.398,4,27,0.148,22,33,0.667,15,28,43,25,12,3,17,17,100
2022-2023,Regular Season,1610612755,22200409,2022-12-13,240,43,84,0.512,16,35,0.457,21,27,0.778,4,38,42,34,10,4,12,21,123,1610612758,38,92,0.413,10,42,0.238,17,20,0.85,13,35,48,21,5,4,17,22,103
2022-2023,Regular Season,1610612745,22200411,2022-12-13,240,34,81,0.42,12,35,0.343,31,34,0.912,17,50,67,16,6,9,23,21,111,1610612756,33,103,0.32,13,51,0.255,18,19,0.947,18,26,44,22,13,7,10,24,97
2022-2023,Regular Season,1610612749,22200410,2022-12-13,240,45,82,0.549,12,29,0.414,26,32,0.813,12,43,55,22,8,5,23,18,128,1610612744,38,95,0.4,20,50,0.4,15,19,0.789,12,25,37,25,7,2,18,22,111
2022-2023,Regular Season,1610612746,22200423,2022-12-14,240,34,89,0.382,14,46,0.304,17,21,0.81,14,38,52,21,8,2,15,21,99,1610612750,31,74,0.419,4,22,0.182,22,30,0.733,7,36,43,15,9,4,17,20,88
2022-2023,Regular Season,1610612742,22200421,2022-12-14,240,29,74,0.392,13,38,0.342,19,26,0.731,6,27,33,17,2,3,13,15,90,1610612739,41,78,0.526,8,24,0.333,15,19,0.789,5,38,43,26,5,2,9,20,105
2022-2023,Regular Season,1610612741,22200418,2022-12-14,265,46,84,0.548,9,28,0.321,19,22,0.864,3,28,31,25,6,7,12,18,120,1610612752,45,91,0.495,18,34,0.529,20,25,0.8,15,33,48,25,7,5,18,25,128
2022-2023,Regular Season,1610612760,22200419,2022-12-14,240,41,82,0.5,9,24,0.375,17,23,0.739,7,37,44,26,7,4,14,16,108,1610612748,37,86,0.43,24,56,0.429,12,15,0.8,7,32,39,25,9,1,14,21,110
2022-2023,Regular Season,1610612759,22200420,2022-12-14,240,45,97,0.464,11,29,0.379,11,19,0.579,14,26,40,23,9,3,11,16,112,1610612757,49,81,0.605,18,40,0.45,12,17,0.706,5,35,40,26,5,3,17,20,128
2022-2023,Regular Season,1610612761,22200417,2022-12-14,240,47,94,0.5,6,21,0.286,23,27,0.852,11,28,39,25,8,7,7,18,123,1610612758,45,93,0.484,17,46,0.37,17,20,0.85,13,37,50,29,3,3,15,16,124
2022-2023,Regular Season,1610612766,22200414,2022-12-14,265,47,114,0.412,17,51,0.333,23,29,0.793,17,35,52,21,7,6,5,29,134,1610612765,48,93,0.516,18,40,0.45,27,36,0.75,12,40,52,25,0,8,16,29,141
2022-2023,Regular Season,1610612743,22200422,2022-12-14,240,54,83,0.651,4,16,0.25,29,35,0.829,7,38,45,31,8,7,19,17,141,1610612764,48,91,0.527,19,39,0.487,13,23,0.565,4,20,24,40,10,5,14,28,128
2022-2023,Regular Season,1610612754,22200415,2022-12-14,240,44,87,0.506,16,39,0.41,21,25,0.84,5,29,34,30,10,8,18,25,125,1610612744,40,86,0.465,14,33,0.424,25,29,0.862,12,34,46,27,5,4,24,20,119
2022-2023,Regular Season,1610612753,22200416,2022-12-14,240,47,93,0.505,16,36,0.444,25,30,0.833,14,32,46,28,10,6,14,22,135,1610612737,44,88,0.5,12,35,0.343,24,27,0.889,11,28,39,30,2,6,13,21,124
2022-2023,Regular Season,1610612762,22200426,2022-12-15,265,42,92,0.457,18,47,0.383,30,37,0.811,11,33,44,24,8,6,16,25,132,1610612740,47,99,0.475,12,30,0.4,23,28,0.821,19,30,49,24,8,6,18,30,129
2022-2023,Regular Season,1610612745,22200424,2022-12-15,240,44,94,0.468,9,33,0.273,11,17,0.647,18,33,51,22,10,4,15,19,108,1610612748,39,88,0.443,16,47,0.34,17,23,0.739,14,26,40,21,10,6,14,19,111
2022-2023,Regular Season,1610612746,22200427,2022-12-15,240,34,90,0.378,12,33,0.364,15,21,0.714,21,31,52,21,4,3,18,18,95,1610612756,44,95,0.463,9,32,0.281,14,18,0.778,15,38,53,27,8,8,9,18,111
2022-2023,Regular Season,1610612763,22200425,2022-12-15,240,56,102,0.549,12,32,0.375,18,23,0.783,14,42,56,30,5,7,8,19,142,1610612749,35,94,0.372,13,50,0.26,18,27,0.667,11,28,39,22,5,1,9,18,101
2022-2023,Regular Season,1610612766,22200428,2022-12-16,240,39,98,0.398,15,43,0.349,13,19,0.684,15,28,43,26,8,5,13,25,106,1610612737,41,75,0.547,15,29,0.517,28,34,0.824,4,37,41,25,3,5,14,22,125
2022-2023,Regular Season,1610612742,22200436,2022-12-16,240,45,81,0.556,18,43,0.419,22,26,0.846,3,37,40,25,4,5,13,19,130,1610612757,39,89,0.438,13,37,0.351,19,25,0.76,10,32,42,21,4,2,12,22,110
2022-2023,Regular Season,1610612739,22200431,2022-12-16,240,38,76,0.5,14,31,0.452,28,32,0.875,6,28,34,23,6,2,10,15,118,1610612754,42,80,0.525,11,36,0.306,17,19,0.895,5,28,33,34,6,4,10,22,112
2022-2023,Regular Season,1610612765,22200429,2022-12-16,240,39,85,0.459,10,29,0.345,25,31,0.806,14,32,46,22,7,1,17,26,113,1610612758,43,82,0.524,12,31,0.387,24,29,0.828,4,29,33,30,8,1,14,25,122
2022-2023,Regular Season,1610612760,22200435,2022-12-16,240,41,88,0.466,11,37,0.297,17,21,0.81,9,36,45,29,7,4,22,21,110,1610612750,43,87,0.494,12,25,0.48,14,25,0.56,11,32,43,23,16,6,16,18,112
2022-2023,Regular Season,1610612741,22200434,2022-12-16,240,36,77,0.468,12,30,0.4,7,8,0.875,2,37,39,26,3,2,20,25,91,1610612752,37,92,0.402,17,44,0.386,23,32,0.719,15,35,50,19,13,2,12,13,114
2022-2023,Regular Season,1610612747,22200437,2022-12-16,240,48,91,0.527,12,33,0.364,18,24,0.75,11,34,45,29,11,4,15,21,126,1610612743,39,81,0.481,9,27,0.333,21,28,0.75,9,30,39,25,7,4,19,17,108
2022-2023,Regular Season,1610612738,22200430,2022-12-16,240,35,84,0.417,11,46,0.239,28,34,0.824,10,28,38,17,9,12,14,21,109,1610612753,42,91,0.462,9,33,0.273,24,28,0.857,15,38,53,19,7,1,18,26,117
2022-2023,Regular Season,1610612761,22200433,2022-12-16,240,41,84,0.488,9,24,0.375,25,29,0.862,7,25,32,17,5,1,9,19,116,1610612751,46,76,0.605,9,26,0.346,18,23,0.783,4,33,37,22,5,6,15,25,119
2022-2023,Regular Season,1610612755,22200432,2022-12-16,240,39,85,0.459,15,38,0.395,25,31,0.806,11,38,49,23,11,5,15,13,118,1610612744,39,94,0.415,17,43,0.395,11,13,0.846,13,35,48,31,8,6,17,21,106
2022-2023,Regular Season,1610612760,22200443,2022-12-17,240,38,92,0.413,19,45,0.422,20,31,0.645,9,44,53,29,7,0,10,25,115,1610612763,34,90,0.378,12,45,0.267,29,37,0.784,10,43,53,15,5,5,10,20,109
2022-2023,Regular Season,1610612756,22200444,2022-12-17,240,39,83,0.47,15,41,0.366,25,35,0.714,10,25,35,23,6,3,8,13,118,1610612740,45,77,0.584,14,30,0.467,10,13,0.769,4,32,36,27,2,5,17,27,114
2022-2023,Regular Season,1610612746,22200438,2022-12-17,240,37,86,0.43,12,29,0.414,16,26,0.615,12,37,49,19,6,5,14,16,102,1610612764,36,84,0.429,9,25,0.36,12,13,0.923,7,35,42,20,10,2,16,21,93
2022-2023,Regular Season,1610612759,22200439,2022-12-17,240,33,77,0.429,10,27,0.37,25,33,0.758,7,31,38,29,8,3,17,19,101,1610612748,42,82,0.512,11,30,0.367,16,23,0.696,8,32,40,25,14,3,14,27,111
2022-2023,Regular Season,1610612745,22200441,2022-12-17,240,36,90,0.4,3,29,0.103,20,29,0.69,18,33,51,19,7,6,17,18,95,1610612757,40,85,0.471,13,36,0.361,14,19,0.737,10,26,36,20,8,4,14,20,107
2022-2023,Regular Season,1610612739,22200440,2022-12-17,265,40,94,0.426,7,36,0.194,13,22,0.591,9,42,51,23,6,5,13,24,100,1610612742,36,88,0.409,15,49,0.306,12,19,0.632,5,40,45,19,5,6,12,20,99
2022-2023,Regular Season,1610612749,22200442,2022-12-17,240,48,90,0.533,18,38,0.474,9,11,0.818,15,39,54,30,5,3,15,13,123,1610612762,39,86,0.453,16,47,0.34,3,6,0.5,7,22,29,24,5,2,14,13,97
2022-2023,Regular Season,1610612754,22200446,2022-12-18,240,39,90,0.433,13,38,0.342,15,23,0.652,12,32,44,20,5,3,15,28,106,1610612752,39,83,0.47,8,26,0.308,23,30,0.767,14,35,49,13,7,9,16,21,109
2022-2023,Regular Season,1610612750,22200449,2022-12-18,240,57,87,0.655,23,43,0.535,13,16,0.813,4,35,39,38,5,5,13,21,150,1610612741,46,88,0.523,16,38,0.421,18,24,0.75,6,24,30,31,6,1,11,16,126
2022-2023,Regular Season,1610612765,22200447,2022-12-18,240,42,88,0.477,8,30,0.267,29,34,0.853,11,30,41,20,9,2,9,19,121,1610612751,44,80,0.55,15,29,0.517,21,23,0.913,4,31,35,26,5,8,13,24,124
2022-2023,Regular Season,1610612761,22200448,2022-12-18,240,40,95,0.421,13,33,0.394,17,22,0.773,18,25,43,21,6,2,14,22,110,1610612744,43,81,0.531,18,39,0.462,22,26,0.846,12,29,41,31,6,2,17,21,126
2022-2023,Regular Season,1610612747,22200451,2022-12-18,240,46,92,0.5,11,27,0.407,16,22,0.727,6,37,43,29,4,5,9,18,119,1610612764,44,95,0.463,10,39,0.256,19,24,0.792,10,38,48,24,5,6,10,20,117
2022-2023,Regular Season,1610612738,22200445,2022-12-18,240,31,89,0.348,12,47,0.255,18,21,0.857,11,43,54,22,7,7,17,17,92,1610612753,33,86,0.384,12,29,0.414,17,19,0.895,6,40,46,20,9,3,13,18,95
2022-2023,Regular Season,1610612743,22200450,2022-12-18,240,43,94,0.457,11,33,0.333,22,34,0.647,15,40,55,33,6,3,14,17,119,1610612766,41,96,0.427,12,38,0.316,21,23,0.913,12,36,48,26,7,7,11,26,115
2022-2023,Regular Season,1610612755,22200453,2022-12-19,265,32,80,0.4,15,42,0.357,25,27,0.926,4,37,41,22,8,1,16,21,104,1610612761,37,88,0.42,11,40,0.275,16,20,0.8,9,41,50,24,6,3,16,20,101
2022-2023,Regular Season,1610612756,22200459,2022-12-19,240,46,93,0.495,20,39,0.513,18,24,0.75,15,36,51,21,10,5,9,16,130,1610612747,39,87,0.448,12,28,0.429,14,17,0.824,10,28,38,13,5,5,15,16,104
2022-2023,Regular Season,1610612737,22200454,2022-12-19,240,48,94,0.511,12,32,0.375,18,20,0.9,6,35,41,29,7,3,10,18,126,1610612753,45,95,0.474,12,34,0.353,23,25,0.92,10,35,45,29,8,8,8,17,125
2022-2023,Regular Season,1610612745,22200455,2022-12-19,240,40,94,0.426,5,24,0.208,20,31,0.645,16,25,41,23,13,3,11,16,105,1610612759,46,83,0.554,17,34,0.5,15,19,0.789,9,37,46,30,6,6,19,23,124
2022-2023,Regular Season,1610612750,22200456,2022-12-19,240,42,89,0.472,12,31,0.387,20,24,0.833,9,35,44,19,5,4,11,24,116,1610612742,31,76,0.408,19,45,0.422,25,31,0.806,8,34,42,23,5,5,16,23,106
2022-2023,Regular Season,1610612760,22200458,2022-12-19,240,40,88,0.455,11,31,0.355,32,37,0.865,11,28,39,20,7,5,12,21,123,1610612757,44,88,0.5,16,37,0.432,17,21,0.81,14,31,45,26,5,2,16,28,121
2022-2023,Regular Season,1610612740,22200457,2022-12-19,240,42,99,0.424,18,45,0.4,17,24,0.708,17,27,44,30,9,0,15,20,119,1610612749,45,81,0.556,13,40,0.325,25,31,0.806,8,36,44,26,8,6,18,21,128
2022-2023,Regular Season,1610612739,22200452,2022-12-19,240,43,70,0.614,15,26,0.577,21,26,0.808,4,41,45,24,5,4,23,20,122,1610612762,36,93,0.387,10,34,0.294,17,23,0.739,15,20,35,19,9,2,14,22,99
2022-2023,Regular Season,1610612758,22200460,2022-12-19,240,45,95,0.474,12,33,0.364,17,31,0.548,10,32,42,23,8,2,8,23,119,1610612766,49,95,0.516,10,31,0.323,17,23,0.739,11,45,56,26,4,7,14,25,125
2022-2023,Regular Season,1610612752,22200463,2022-12-2,240,45,87,0.517,17,40,0.425,25,32,0.781,14,33,47,27,8,1,12,15,132,1610612744,35,74,0.473,12,35,0.343,12,13,0.923,4,25,29,23,3,2,20,22,94
2022-2023,Regular Season,1610612748,22200462,2022-12-2,240,38,81,0.469,15,44,0.341,12,17,0.706,9,26,35,26,9,0,13,16,103,1610612741,40,73,0.548,13,31,0.419,20,24,0.833,5,34,39,24,7,0,17,16,113
2022-2023,Regular Season,1610612756,22200464,2022-12-2,240,41,89,0.461,13,32,0.406,15,19,0.789,15,29,44,26,2,1,14,23,110,1610612764,38,80,0.475,11,27,0.407,26,37,0.703,9,32,41,22,9,4,10,14,113
2022-2023,Regular Season,1610612743,22200465,2022-12-2,240,40,89,0.449,10,27,0.37,15,25,0.6,13,35,48,28,9,5,17,19,105,1610612763,36,81,0.444,5,26,0.192,14,21,0.667,7,35,42,25,11,7,16,21,91
2022-2023,Regular Season,1610612765,22200461,2022-12-2,240,41,81,0.506,9,25,0.36,20,27,0.741,9,34,43,22,6,1,14,19,111,1610612762,47,93,0.505,20,46,0.435,12,19,0.632,12,31,43,27,7,5,12,22,126
2022-2023,Regular Season,1610612739,22200466,2022-12-21,240,41,85,0.482,10,32,0.313,22,28,0.786,9,28,37,22,8,3,10,21,114,1610612749,39,83,0.47,13,30,0.433,15,22,0.682,13,33,46,20,7,5,21,23,106
2022-2023,Regular Season,1610612752,22200471,2022-12-21,240,42,76,0.553,11,26,0.423,11,18,0.611,9,29,38,25,2,3,17,19,106,1610612761,42,94,0.447,9,34,0.265,20,22,0.909,16,22,38,17,7,4,5,16,113
2022-2023,Regular Season,1610612746,22200476,2022-12-21,240,41,81,0.506,23,49,0.469,21,23,0.913,5,43,48,29,6,7,27,22,126,1610612766,37,92,0.402,9,31,0.29,22,29,0.759,11,29,40,25,15,2,15,18,105
2022-2023,Regular Season,1610612758,22200475,2022-12-21,240,48,95,0.505,17,47,0.362,21,28,0.75,10,36,46,29,6,2,12,23,134,1610612747,42,84,0.5,11,24,0.458,25,30,0.833,5,34,39,25,6,5,15,24,120
2022-2023,Regular Season,1610612738,22200469,2022-12-21,240,39,101,0.386,13,41,0.317,21,25,0.84,25,37,62,26,11,5,17,9,112,1610612754,46,98,0.469,18,39,0.462,7,9,0.778,12,35,47,27,10,3,14,22,117
2022-2023,Regular Season,1610612760,22200474,2022-12-21,240,36,77,0.468,8,24,0.333,21,25,0.84,9,28,37,19,9,3,18,16,101,1610612757,39,79,0.494,14,36,0.389,6,9,0.667,9,27,36,29,9,5,20,22,98
2022-2023,Regular Season,1610612745,22200472,2022-12-21,240,41,88,0.466,17,43,0.395,11,17,0.647,9,40,49,22,6,4,17,23,110,1610612753,41,91,0.451,11,37,0.297,23,33,0.697,11,34,45,19,11,6,11,18,116
2022-2023,Regular Season,1610612737,22200468,2022-12-21,240,39,91,0.429,14,37,0.378,16,16,1.0,9,38,47,22,6,7,15,15,108,1610612741,43,86,0.5,7,24,0.292,17,22,0.773,8,39,47,20,9,4,11,15,110
2022-2023,Regular Season,1610612750,22200473,2022-12-21,240,42,85,0.494,8,30,0.267,7,10,0.7,8,31,39,23,7,4,13,24,99,1610612742,34,75,0.453,13,39,0.333,23,27,0.852,7,32,39,17,6,3,13,12,104
2022-2023,Regular Season,1610612751,22200470,2022-12-21,240,54,84,0.643,21,33,0.636,14,16,0.875,3,29,32,42,10,4,15,23,143,1610612744,41,83,0.494,12,33,0.364,19,25,0.76,9,27,36,32,6,1,21,14,113
2022-2023,Regular Season,1610612755,22200467,2022-12-21,240,41,93,0.441,11,37,0.297,20,22,0.909,13,36,49,27,8,7,12,23,113,1610612765,31,79,0.392,6,23,0.261,25,34,0.735,11,35,46,15,6,1,22,15,93
2022-2023,Regular Season,1610612740,22200477,2022-12-22,240,44,91,0.484,13,34,0.382,25,27,0.926,16,30,46,25,10,6,17,24,126,1610612759,43,90,0.478,9,28,0.321,22,27,0.815,14,30,44,23,8,2,17,24,117
2022-2023,Regular Season,1610612762,22200478,2022-12-22,240,42,86,0.488,16,35,0.457,20,21,0.952,8,32,40,16,5,3,11,16,120,1610612764,46,82,0.561,7,21,0.333,13,17,0.765,3,34,37,20,5,2,11,15,112
2022-2023,Regular Season,1610612739,22200484,2022-12-23,240,39,76,0.513,11,33,0.333,18,30,0.6,6,29,35,27,9,4,15,17,107,1610612761,42,84,0.5,19,37,0.514,15,18,0.833,11,34,45,25,10,2,19,20,118
2022-2023,Regular Season,1610612747,22200492,2022-12-23,240,48,92,0.522,19,44,0.432,15,22,0.682,12,30,42,27,5,1,17,19,130,1610612766,52,94,0.553,16,41,0.39,14,18,0.778,11,30,41,30,11,5,16,21,134
2022-2023,Regular Season,1610612756,22200490,2022-12-23,240,38,87,0.437,9,35,0.257,15,26,0.577,11,24,35,23,6,5,15,26,100,1610612763,45,91,0.495,7,23,0.304,28,38,0.737,19,34,53,30,11,5,12,22,125
2022-2023,Regular Season,1610612758,22200491,2022-12-23,240,37,84,0.44,10,32,0.313,27,35,0.771,13,34,47,19,5,2,13,20,111,1610612764,49,88,0.557,10,32,0.313,17,24,0.708,5,35,40,30,9,4,10,23,125
2022-2023,Regular Season,1610612752,22200485,2022-12-23,240,43,86,0.5,16,35,0.457,15,26,0.577,12,35,47,23,2,4,10,17,117,1610612741,45,93,0.484,14,31,0.452,14,18,0.778,11,30,41,24,6,4,4,22,118
2022-2023,Regular Season,1610612743,22200489,2022-12-23,240,47,81,0.58,10,21,0.476,16,26,0.615,4,34,38,31,9,2,11,19,120,1610612757,39,87,0.448,9,35,0.257,20,26,0.769,13,30,43,24,5,3,14,21,107
2022-2023,Regular Season,1610612760,22200488,2022-12-23,265,47,102,0.461,13,35,0.371,18,25,0.72,10,37,47,27,9,5,18,26,125,1610612740,41,94,0.436,13,37,0.351,33,40,0.825,13,42,55,30,10,4,21,21,128
2022-2023,Regular Season,1610612745,22200487,2022-12-23,240,37,81,0.457,8,26,0.308,24,28,0.857,12,33,45,26,9,3,15,21,106,1610612742,36,80,0.45,16,44,0.364,24,27,0.889,7,27,34,20,10,7,14,21,112
2022-2023,Regular Season,1610612748,22200486,2022-12-23,240,41,95,0.432,13,33,0.394,13,14,0.929,13,25,38,23,7,3,10,13,108,1610612754,40,83,0.482,21,47,0.447,10,14,0.714,9,34,43,26,5,6,16,23,111
2022-2023,Regular Season,1610612737,22200481,2022-12-23,240,49,92,0.533,12,34,0.353,20,24,0.833,8,40,48,30,10,8,8,20,130,1610612765,37,90,0.411,9,33,0.273,22,29,0.759,9,34,43,17,7,3,14,19,105
2022-2023,Regular Season,1610612751,22200483,2022-12-23,240,46,93,0.495,14,32,0.438,12,13,0.923,12,33,45,30,11,2,12,18,118,1610612749,37,84,0.44,9,37,0.243,17,22,0.773,13,32,45,17,7,1,18,13,100
2022-2023,Regular Season,1610612738,22200482,2022-12-23,240,44,100,0.44,13,46,0.283,20,26,0.769,20,33,53,28,9,6,12,16,121,1610612750,44,91,0.484,10,32,0.313,11,15,0.733,11,34,45,25,3,8,17,18,109
2022-2023,Regular Season,1610612755,22200480,2022-12-23,240,47,88,0.534,12,29,0.414,13,14,0.929,6,33,39,31,7,3,9,20,119,1610612746,41,81,0.506,14,38,0.368,18,23,0.783,6,27,33,25,5,9,11,16,114
2022-2023,Regular Season,1610612753,22200479,2022-12-23,240,50,87,0.575,17,32,0.531,16,20,0.8,7,37,44,30,8,2,19,15,133,1610612759,44,97,0.454,12,38,0.316,13,18,0.722,13,25,38,28,10,6,13,18,113
2022-2023,Regular Season,1610612752,22200493,2022-12-25,240,43,90,0.478,12,32,0.375,14,17,0.824,12,34,46,30,4,6,8,19,112,1610612755,39,77,0.506,18,39,0.462,23,29,0.793,5,27,32,22,5,2,8,19,119
2022-2023,Regular Season,1610612742,22200494,2022-12-25,240,44,84,0.524,18,44,0.409,18,25,0.72,11,27,38,31,6,3,11,26,124,1610612747,39,80,0.488,9,28,0.321,28,32,0.875,6,29,35,18,5,2,10,23,115
2022-2023,Regular Season,1610612738,22200495,2022-12-25,240,50,85,0.588,19,39,0.487,20,25,0.8,5,30,35,29,9,1,12,18,139,1610612749,42,84,0.5,13,36,0.361,21,27,0.778,8,31,39,22,8,1,15,16,118
2022-2023,Regular Season,1610612744,22200496,2022-12-25,240,43,91,0.473,18,44,0.409,19,26,0.731,9,42,51,31,6,5,12,18,123,1610612763,39,94,0.415,9,39,0.231,22,30,0.733,9,35,44,19,5,6,13,23,109
2022-2023,Regular Season,1610612743,22200497,2022-12-25,265,45,94,0.479,13,36,0.361,25,34,0.735,12,36,48,29,8,4,13,23,128,1610612756,45,94,0.479,17,35,0.486,18,26,0.692,12,34,46,32,7,9,14,30,125
2022-2023,Regular Season,1610612757,22200504,2022-12-26,240,43,86,0.5,14,38,0.368,24,28,0.857,10,40,50,28,8,9,15,20,124,1610612766,41,103,0.398,12,36,0.333,19,25,0.76,18,27,45,25,8,3,13,21,113
2022-2023,Regular Season,1610612739,22200498,2022-12-26,240,39,82,0.476,13,36,0.361,26,30,0.867,10,23,33,21,8,3,12,14,117,1610612751,47,82,0.573,18,30,0.6,13,17,0.765,7,31,38,27,7,4,17,25,125
2022-2023,Regular Season,1610612759,22200503,2022-12-26,240,48,87,0.552,6,18,0.333,24,34,0.706,6,35,41,27,11,8,14,25,126,1610612762,39,97,0.402,13,43,0.302,31,37,0.838,16,29,45,20,10,3,12,22,122
2022-2023,Regular Season,1610612748,22200500,2022-12-26,240,47,102,0.461,13,49,0.265,6,8,0.75,13,27,40,27,9,3,10,17,113,1610612750,43,79,0.544,15,34,0.441,9,14,0.643,8,36,44,31,4,3,22,14,110
2022-2023,Regular Season,1610612765,22200499,2022-12-26,265,44,100,0.44,16,34,0.471,27,34,0.794,16,29,45,32,10,4,18,23,131,1610612746,49,91,0.538,19,44,0.432,25,29,0.862,10,38,48,25,13,3,19,24,142
2022-2023,Regular Season,1610612741,22200501,2022-12-26,240,45,92,0.489,13,35,0.371,15,21,0.714,8,27,35,27,6,2,8,19,118,1610612745,50,90,0.556,17,44,0.386,16,22,0.727,8,37,45,28,7,5,13,15,133
2022-2023,Regular Season,1610612740,22200502,2022-12-26,240,41,90,0.456,12,40,0.3,19,24,0.792,16,38,54,30,10,6,16,19,113,1610612754,35,83,0.422,9,35,0.257,14,20,0.7,6,30,36,23,9,5,13,18,93
2022-2023,Regular Season,1610612760,22200511,2022-12-27,240,46,86,0.535,13,24,0.542,25,31,0.806,13,32,45,25,10,10,14,18,130,1610612759,46,99,0.465,10,29,0.345,12,14,0.857,16,25,41,20,9,4,15,21,114
2022-2023,Regular Season,1610612761,22200509,2022-12-27,240,43,84,0.512,6,23,0.261,21,26,0.808,10,29,39,24,6,4,12,16,113,1610612746,45,93,0.484,15,38,0.395,19,23,0.826,15,32,47,27,8,3,11,17,124
2022-2023,Regular Season,1610612754,22200508,2022-12-27,240,47,92,0.511,13,35,0.371,22,27,0.815,7,42,49,28,3,2,13,16,129,1610612737,40,89,0.449,12,30,0.4,22,29,0.759,9,33,42,26,4,3,9,19,114
2022-2023,Regular Season,1610612744,22200513,2022-12-27,240,41,95,0.432,8,37,0.216,20,24,0.833,9,40,49,31,3,2,14,22,110,1610612766,38,92,0.413,10,38,0.263,19,25,0.76,9,38,47,22,6,7,14,20,105
2022-2023,Regular Season,1610612758,22200514,2022-12-27,240,40,82,0.488,10,35,0.286,16,19,0.842,8,31,39,20,8,2,16,18,106,1610612743,41,86,0.477,13,37,0.351,18,21,0.857,10,30,40,34,12,3,13,18,113
2022-2023,Regular Season,1610612763,22200510,2022-12-27,240,36,91,0.396,8,30,0.267,28,34,0.824,15,25,40,18,9,6,15,23,108,1610612756,43,87,0.494,17,31,0.548,22,25,0.88,15,32,47,26,7,9,22,23,125
2022-2023,Regular Season,1610612753,22200505,2022-12-27,240,42,84,0.5,10,28,0.357,16,25,0.64,8,29,37,25,8,5,11,17,110,1610612747,49,90,0.544,17,43,0.395,14,17,0.824,9,37,46,32,4,2,14,16,129
2022-2023,Regular Season,1610612738,22200507,2022-12-27,240,43,91,0.473,20,56,0.357,20,23,0.87,9,40,49,32,8,5,11,14,126,1610612745,38,95,0.4,14,45,0.311,12,14,0.857,13,36,49,24,5,2,15,16,102
2022-2023,Regular Season,1610612764,22200506,2022-12-27,240,39,85,0.459,11,33,0.333,27,31,0.871,14,25,39,18,7,8,18,23,116,1610612755,39,84,0.464,6,31,0.194,27,31,0.871,10,29,39,21,8,10,16,24,111
2022-2023,Regular Season,1610612742,22200512,2022-12-27,265,44,90,0.489,13,46,0.283,25,33,0.758,7,40,47,20,4,5,9,25,126,1610612752,45,103,0.437,16,50,0.32,15,24,0.625,17,38,55,27,5,0,10,23,121
2022-2023,Regular Season,1610612758,22200522,2022-12-28,240,47,89,0.528,14,31,0.452,19,25,0.76,11,23,34,32,10,6,12,17,127,1610612743,49,85,0.576,12,27,0.444,16,18,0.889,7,27,34,31,6,8,16,24,126
